Title,Comment,Final Sentiment,Final Polarization
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","unsaon naman lang tong mga anak na wala gipadako ug tarong sa ilang mga ginikanan, mga pinasagdan, ug naningkamot lang mabuhig ila. tskk","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","maraming mga magulang dito ang ginagawang produkto ang anak,","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","if they were raised well they don't need this kind of law, because they will do it wholeheartedly.","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","uyyyy swerte ng magaling kong tatay. inabanduna kami tapos darating araw kami pa makukulong kasi palalabasin ""inabanduna"" namin sya. orayt!","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","let's face the truth, there are people who really shouldn't have been parents and their kids succeeded despite them. if this passes this is going to be abused so much.","negative","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","responsibility dapat ng gobyerno to provide benefits pero pinasa nanaman sa mamamayan :face_with_rolling_eyes:","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","para lang po ito saakin...kung walang maibigay ang mga anak dala din sa kahirapan okie lang yan importanti alagaan at mahalin ng sobra ang mga magulang.dahil wala naman tayo dito sa mundo kung hindi dahil sa kanila...extra bunos nalang yan yung mag bigay ng financial sa mga magulang kung may kakayahan din naman ang mga anak mag bigay sa abot ng makakaya.sabi nga nila kung sino ang mapag mahal at mapag alaga sa magulang ay syang pinagpapala ng dios...god bless and stay safe everyone po...:folded_hands::index_pointing_up::red_heart::red_heart::red_heart:","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","ay wow. ano yan reverse card? :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","pano naman po yung mga magulang na tinalikuran yung responsibilidad nila sa mga anak tapos kung kelan matanda at may sakit na saka babalik sa mga anak o dating asawa? sana patas lang para sa mga anak at magulang, maging responsable munang magulang para suklian din ng kabutihan ng mga anak.","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","tama yan pero dapat may assistance din ng gobyerno.","positive","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","what about the parents who didn't do their responsibilities for their children? those who abandoned their families? it's not fair to force those children to spend for, take care of someone they may not even know. who didn't care about them when he was still young and strong. if they are willing to do so on their own, then that is fine. it should not be forced.","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","paano kung ang mga anak ay wala rin kakayahan sa buhay? dapat may batas rin na papanagutin ang mga magulang na hindi sinuportahan ang mga anak para magkaroon ng magandang buhay kapag adult na.","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","paano nman kung ang anak mo wala ding maibibigay na tulong sa magulang na alam mong naghihikahos din sa buhay at walang hanapbuhay,tayo ding magulang ang maawa sa kanila,ang importante mahalin tayo ng ating anak at wag pababayaan pagdating ng panahon natayo ay hindi na kayang lumakad at tayo ay maging sakitin ,na dapat nasa tabi tayo ng ating mga anak","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","nagbayad sila ng pinaka malaking tax sa southeast asia nung malakas pa sila at nagtatrabaho. tapos pag tanda nila ipapasa nyo sila sa bagong magbabayad ng pinaka malaking tax sa south east asia? hindi ba nakakahiya na masyado sa inyo diyan sa senado? gusto mo samin ka na din tumira, ping. :face_with_open_eyes_and_hand_over_mouth:","negative","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","hoooy! kakapoy na intawon.","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","in return para s kanila din itong batas na to dahil magiging magulang din sila, sigurado sa batas na to may grounds naman if deserving ba ang isang magulang.tapos dapat vice versa din may batas ngayon na pwedeng kasuhan ang mga magulang na pinabayaan ang mga anak nila dapat ganun","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","just say, ""i can’t be bothered to deal with all of you, so i’ll make a law that forces your children to do what we should’ve been doing all along.""","negative","partisan"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","sana isulong nyo na batas ay yong libre ang mga senior ng hospital bill,shelter,food","neutral","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","kung ilibre kaya ng philhealth lahat2 ng hospitalization ng mga senior citizens irregardless kung anong sakit & procedures. kasama doctor's fee","negative","non_polarized"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","a super case to case basis ito","neutral","objective"
"parents welfare act bill naghain ng panukalang batas si senator panfilo “ping” lacson na layong panagutin ang mga anak na hindi makapagbibigay ng suporta sa kanilang mga magulang na may edad, karamdaman, o walang kakayahan sa buhay. layon ng batas na ito na maiwasan ang pag-abandona ng mga anak sa kanilang mga magulang.","gagawin pang sandwich generation ang mga anak. may pamilya na tinustusan merun pang magulang.","negative","non_polarized"
